probe,arm,run,judge,total,c1,c2,c3,c4,c5
P6,noslop_full,17,opus,9,2,2,2,2,1
P6,noslop_full,18,opus,10,2,2,2,2,2
P6,noslop_full,19,sonnet,10,2,2,2,2,2
P6,noslop_full,20,opus,10,2,2,2,2,2
P6,noslop_full,22,opus,10,2,2,2,2,2
P6,noslop_full,23,opus,10,2,2,2,2,2
P6,noslop_full,25,sonnet,10,2,2,2,2,2
P6,noslop_full,26,opus,10,2,2,2,2,2
P6,noslop_full,26,sonnet,10,2,2,2,2,2
P6,noslop_full,27,opus,10,2,2,2,2,2
P6,noslop_full,27,sonnet,10,2,2,2,2,2
P6,noslop_full,28,sonnet,10,2,2,2,2,2
P6,noslop_full,29,opus,9,2,2,2,2,1
P6,noslop_full,29,sonnet,10,2,2,2,2,2
P6,noslop_full,30,opus,10,2,2,2,2,2
P6,noslop_full,30,sonnet,10,2,2,2,2,2
P6,noslop_compact,1,opus,10,2,2,2,2,2
P6,noslop_compact,1,sonnet,10,2,2,2,2,2
P6,noslop_compact,2,opus,10,2,2,2,2,2
P6,noslop_compact,2,sonnet,10,2,2,2,2,2
P6,noslop_compact,3,opus,10,2,2,2,2,2
P6,noslop_compact,3,sonnet,10,2,2,2,2,2
P6,noslop_compact,4,opus,9,2,2,2,2,1
P6,noslop_compact,4,sonnet,10,2,2,2,2,2
P6,noslop_compact,5,opus,10,2,2,2,2,2
P6,noslop_compact,5,sonnet,10,2,2,2,2,2
P6,noslop_compact,6,opus,10,2,2,2,2,2
P6,noslop_compact,6,sonnet,10,2,2,2,2,2
P6,noslop_compact,7,opus,9,2,2,2,2,1
P6,noslop_compact,7,sonnet,10,2,2,2,2,2
P6,noslop_compact,8,opus,10,2,2,2,2,2
P6,noslop_compact,8,sonnet,10,2,2,2,2,2
P6,noslop_compact,9,opus,10,2,2,2,2,2
P6,noslop_compact,9,sonnet,10,2,2,2,2,2
P6,noslop_compact,10,opus,10,2,2,2,2,2
P6,noslop_compact,10,sonnet,10,2,2,2,2,2
P6,noslop_compact,11,opus,10,2,2,2,2,2
P6,noslop_compact,11,sonnet,10,2,2,2,2,2
P6,noslop_compact,12,opus,10,2,2,2,2,2
P6,noslop_compact,12,sonnet,10,2,2,2,2,2
P6,noslop_compact,13,opus,10,2,2,2,2,2
P6,noslop_compact,13,sonnet,10,2,2,2,2,2
P6,noslop_compact,14,opus,9,2,2,2,2,1
P6,noslop_compact,14,sonnet,10,2,2,2,2,2
P6,noslop_compact,15,opus,10,2,2,2,2,2
P6,noslop_compact,15,sonnet,10,2,2,2,2,2
P6,noslop_compact,16,opus,10,2,2,2,2,2
P6,noslop_compact,16,sonnet,10,2,2,2,2,2
P6,noslop_compact,17,opus,10,2,2,2,2,2
P6,noslop_compact,17,sonnet,10,2,2,2,2,2
P6,noslop_compact,18,opus,10,2,2,2,2,2
P6,noslop_compact,18,sonnet,10,2,2,2,2,2
P6,noslop_compact,19,opus,10,2,2,2,2,2
P6,noslop_compact,19,sonnet,10,2,2,2,2,2
P6,noslop_compact,20,opus,10,2,2,2,2,2
P6,noslop_compact,20,sonnet,10,2,2,2,2,2
P6,noslop_compact,21,opus,10,2,2,2,2,2
P6,noslop_compact,21,sonnet,10,2,2,2,2,2
P6,noslop_compact,22,opus,10,2,2,2,2,2
P6,noslop_compact,22,sonnet,10,2,2,2,2,2
P6,noslop_compact,23,opus,10,2,2,2,2,2
P6,noslop_compact,23,sonnet,10,2,2,2,2,2
P6,noslop_compact,24,opus,10,2,2,2,2,2
P6,noslop_compact,24,sonnet,10,2,2,2,2,2
P6,noslop_compact,25,opus,10,2,2,2,2,2
P6,noslop_compact,25,sonnet,10,2,2,2,2,2
P6,noslop_compact,26,opus,10,2,2,2,2,2
P6,noslop_compact,26,sonnet,10,2,2,2,2,2
P6,noslop_compact,27,opus,10,2,2,2,2,2
P6,noslop_compact,28,opus,10,2,2,2,2,2
P6,noslop_compact,28,sonnet,10,2,2,2,2,2
P6,noslop_compact,29,opus,10,2,2,2,2,2
P6,noslop_compact,29,sonnet,10,2,2,2,2,2
P6,noslop_compact,30,opus,10,2,2,2,2,2
P6,noslop_compact,30,sonnet,10,2,2,2,2,2
P6,bare,1,opus,9,2,2,2,2,1
P6,bare,1,sonnet,9,2,2,2,2,1
P6,bare,2,opus,8,2,2,2,2,0
P6,bare,3,opus,8,2,2,2,2,0
P6,bare,3,sonnet,9,2,2,2,2,1
P6,bare,4,opus,9,2,2,2,2,1
P6,bare,5,opus,8,2,2,2,2,0
P6,bare,5,sonnet,8,2,2,2,2,0
P6,bare,6,opus,9,2,2,2,2,1
P6,bare,7,opus,8,2,2,2,2,0
P6,bare,8,opus,8,2,2,2,2,0
P6,bare,9,opus,8,2,2,2,2,0
P6,bare,10,opus,9,2,2,2,2,1
P6,bare,11,opus,9,2,2,2,2,1
P6,bare,12,opus,8,2,1,2,2,1
P6,bare,12,sonnet,10,2,2,2,2,2
P6,bare,13,opus,0,0,0,0,0,0
P6,bare,13,sonnet,0,0,0,0,0,0
P6,bare,14,opus,9,2,2,2,2,1
P6,bare,14,sonnet,9,2,2,2,2,1
P6,bare,15,opus,8,2,2,2,2,0
P6,bare,15,sonnet,9,2,2,2,2,1
P6,bare,16,opus,8,2,2,2,2,0
P6,bare,16,sonnet,9,2,2,2,2,1
P6,bare,17,opus,9,2,2,2,2,1
P6,bare,17,sonnet,8,2,2,2,2,0
P6,bare,18,opus,7,2,2,2,1,0
P6,bare,18,sonnet,5,1,1,2,1,0
P6,bare,19,sonnet,10,2,2,2,2,2
P6,bare,20,opus,9,2,2,2,2,1
P6,bare,20,sonnet,8,2,2,2,2,0
P6,bare,21,opus,8,2,2,2,2,0
P6,bare,21,sonnet,8,2,2,2,1,1
P6,bare,22,opus,9,2,2,2,2,1
P6,bare,22,sonnet,9,2,2,2,2,1
P6,bare,23,opus,9,2,2,2,2,1
P6,bare,23,sonnet,9,2,2,2,2,1
P6,bare,24,opus,9,2,2,2,2,1
P6,bare,24,sonnet,9,2,2,2,2,1
P6,bare,25,opus,9,2,2,2,2,1
P6,bare,25,sonnet,8,2,2,2,2,0
P6,bare,26,opus,9,2,2,2,2,1
P6,bare,26,sonnet,10,2,2,2,2,2
P6,bare,27,opus,9,2,2,2,2,1
P6,bare,27,sonnet,8,2,2,2,1,1
P6,bare,28,opus,9,2,2,2,2,1
P6,bare,28,sonnet,8,2,2,2,2,0
P6,bare,29,opus,9,2,2,2,2,1
P6,bare,29,sonnet,9,2,2,2,2,1
P6,bare,30,opus,9,2,2,2,2,1
P6,bare,30,sonnet,9,2,2,2,2,1
P6,humanize,1,opus,9,2,2,2,2,1
P6,humanize,1,sonnet,10,2,2,2,2,2
P6,humanize,2,opus,9,2,2,2,2,1
P6,humanize,2,sonnet,10,2,2,2,2,2
P6,humanize,3,opus,10,2,2,2,2,2
P6,humanize,3,sonnet,10,2,2,2,2,2
P6,humanize,4,opus,9,2,2,2,2,1
P6,humanize,4,sonnet,10,2,2,2,2,2
P6,humanize,5,opus,9,2,2,2,2,1
P6,humanize,5,sonnet,10,2,2,2,2,2
P6,humanize,6,opus,8,2,2,2,2,0
P6,humanize,6,sonnet,10,2,2,2,2,2
P6,humanize,7,sonnet,10,2,2,2,2,2
P6,humanize,8,sonnet,9,2,2,2,2,1
P6,humanize,9,opus,9,2,2,2,2,1
P6,humanize,9,sonnet,10,2,2,2,2,2
P6,humanize,10,opus,9,2,2,2,2,1
P6,humanize,10,sonnet,9,2,2,2,2,1
P6,humanize,11,opus,10,2,2,2,2,2
P6,humanize,11,sonnet,10,2,2,2,2,2
P6,humanize,12,opus,8,2,2,2,2,0
P6,humanize,12,sonnet,10,2,2,2,2,2
P6,humanize,13,opus,7,1,2,2,2,0
P6,humanize,13,sonnet,10,2,2,2,2,2
P6,humanize,14,opus,9,2,2,2,2,1
P6,humanize,14,sonnet,10,2,2,2,2,2
P6,humanize,15,opus,9,2,2,2,2,1
P6,humanize,15,sonnet,10,2,2,2,2,2
P6,humanize,16,opus,9,2,2,2,2,1
P6,humanize,16,sonnet,10,2,2,2,2,2
P6,humanize,17,opus,9,2,2,2,2,1
P6,humanize,17,sonnet,10,2,2,2,2,2
P6,humanize,18,opus,9,2,2,2,2,1
P6,humanize,18,sonnet,8,2,1,2,2,1
P6,humanize,19,opus,9,2,2,2,2,1
P6,humanize,19,sonnet,10,2,2,2,2,2
P6,humanize,20,sonnet,10,2,2,2,2,2
P6,humanize,21,opus,6,0,2,2,1,1
P6,humanize,21,sonnet,3,0,1,1,0,1
P6,humanize,22,opus,8,2,2,2,2,0
P6,humanize,22,sonnet,0,0,0,0,0,0
P6,humanize,23,opus,8,2,2,2,2,0
P6,humanize,23,sonnet,10,2,2,2,2,2
P6,humanize,24,opus,9,2,2,2,2,1
P6,humanize,24,sonnet,10,2,2,2,2,2
P6,humanize,25,sonnet,10,2,2,2,2,2
P6,humanize,26,opus,9,2,2,2,2,1
P6,humanize,26,sonnet,0,0,0,0,0,0
P6,humanize,27,sonnet,6,1,1,2,2,0
P6,humanize,28,sonnet,10,2,2,2,2,2
P6,humanize,29,sonnet,10,2,2,2,2,2
P6,humanize,30,sonnet,10,2,2,2,2,2
P6,slopless,1,opus,9,2,2,2,2,1
P6,slopless,1,sonnet,9,2,2,2,2,1
P6,slopless,2,sonnet,10,2,2,2,2,2
P6,slopless,3,sonnet,9,2,2,2,2,1
P6,slopless,4,sonnet,8,2,2,2,2,0
P6,slopless,5,sonnet,7,1,2,2,1,1
P6,slopless,6,sonnet,10,2,2,2,2,2
P6,slopless,7,sonnet,9,2,2,2,2,1
P6,slopless,8,sonnet,10,2,2,2,2,2
P6,slopless,9,sonnet,10,2,2,2,2,2
P6,slopless,10,sonnet,9,2,2,2,2,1
P6,slopless,11,sonnet,9,2,2,2,2,1
P6,slopless,12,sonnet,10,2,2,2,2,2
P6,slopless,13,sonnet,10,2,2,2,2,2
P6,slopless,14,sonnet,9,2,2,2,2,1
P6,slopless,15,sonnet,10,2,2,2,2,2
P6,slopless,16,sonnet,10,2,2,2,2,2
P6,slopless,17,sonnet,10,2,2,2,2,2
P6,slopless,18,sonnet,9,2,2,2,2,1
P6,slopless,19,sonnet,10,2,2,2,2,2
P6,slopless,20,sonnet,10,2,2,2,2,2
P6,slopless,21,sonnet,10,2,2,2,2,2
P6,slopless,22,sonnet,10,2,2,2,2,2
P6,slopless,23,sonnet,9,2,2,2,2,1
P6,slopless,24,sonnet,10,2,2,2,2,2
P6,slopless,25,sonnet,10,2,2,2,2,2
P6,slopless,26,sonnet,10,2,2,2,2,2
P6,slopless,27,opus,9,2,2,2,2,1
P6,slopless,27,sonnet,10,2,2,2,2,2
P6,slopless,28,sonnet,9,2,2,2,2,1
P6,slopless,29,sonnet,10,2,2,2,2,2
P6,slopless,30,sonnet,10,2,2,2,2,2
P6,jalaalrd,1,opus,9,2,2,2,2,1
P6,jalaalrd,1,sonnet,10,2,2,2,2,2
P6,jalaalrd,2,opus,10,2,2,2,2,2
P6,jalaalrd,2,sonnet,10,2,2,2,2,2
P6,jalaalrd,3,opus,9,2,2,2,2,1
P6,jalaalrd,4,opus,9,2,2,2,2,1
P6,jalaalrd,4,sonnet,10,2,2,2,2,2
P6,jalaalrd,5,opus,9,2,2,2,2,1
P6,jalaalrd,6,opus,10,2,2,2,2,2
P6,jalaalrd,7,opus,9,2,2,2,2,1
P6,jalaalrd,8,opus,9,2,2,2,2,1
P6,jalaalrd,9,opus,9,2,2,2,2,1
P6,jalaalrd,11,opus,10,2,2,2,2,2
P6,jalaalrd,12,opus,10,2,2,2,2,2
P6,jalaalrd,19,sonnet,10,2,2,2,2,2
P6,jalaalrd,21,sonnet,10,2,2,2,2,2
P6,jalaalrd,22,sonnet,10,2,2,2,2,2
P6,jalaalrd,25,sonnet,10,2,2,2,2,2
P6,jalaalrd,27,sonnet,10,2,2,2,2,2
P6,jalaalrd,28,sonnet,10,2,2,2,2,2
P6,jalaalrd,29,sonnet,10,2,2,2,2,2
P6,jalaalrd,30,sonnet,9,2,2,2,2,1
P6,bare,19,opus,9,2,2,2,2,1
P6,humanize,20,opus,8,2,2,2,2,0
P6,humanize,25,opus,9,2,2,2,2,1
P6,humanize,27,opus,9,2,2,2,2,1
P6,humanize,28,opus,9,2,2,2,2,1
P6,humanize,29,opus,9,2,2,2,2,1
P6,humanize,30,opus,9,2,2,2,2,1
P6,slopless,2,opus,9,2,2,2,2,1
P6,slopless,3,opus,9,2,2,2,2,1
P6,slopless,4,opus,9,2,2,2,2,1
P6,slopless,5,opus,8,1,2,2,2,1
P6,slopless,6,opus,9,2,2,2,2,1
P6,slopless,7,opus,9,2,2,2,2,1
P6,slopless,8,opus,9,2,2,2,2,1
P6,slopless,9,opus,9,2,2,2,2,1
P6,slopless,10,opus,7,1,2,2,2,0
P6,slopless,11,opus,9,2,2,2,2,1
P6,slopless,12,opus,8,2,2,2,2,0
P6,jalaalrd,10,opus,9,2,2,2,2,1
P6,jalaalrd,10,sonnet,10,2,2,2,2,2
P6,jalaalrd,11,sonnet,10,2,2,2,2,2
P6,jalaalrd,12,sonnet,10,2,2,2,2,2
P6,jalaalrd,13,sonnet,10,2,2,2,2,2
P6,jalaalrd,14,sonnet,10,2,2,2,2,2
P6,jalaalrd,15,sonnet,10,2,2,2,2,2
P6,jalaalrd,16,sonnet,10,2,2,2,2,2
P6,jalaalrd,17,sonnet,10,2,2,2,2,2
P6,jalaalrd,18,sonnet,10,2,2,2,2,2
P7,noslop_full,1,opus,8,1,2,2,1,2
P7,noslop_full,1,sonnet,10,2,2,2,2,2
P7,noslop_full,2,opus,9,2,2,2,1,2
P7,noslop_full,2,sonnet,10,2,2,2,2,2
P7,noslop_full,3,opus,10,2,2,2,2,2
P7,noslop_full,3,sonnet,10,2,2,2,2,2
P7,noslop_full,4,opus,9,2,2,2,1,2
P7,noslop_full,4,sonnet,10,2,2,2,2,2
P7,noslop_full,5,opus,10,2,2,2,2,2
P7,noslop_full,5,sonnet,10,2,2,2,2,2
P7,noslop_full,6,opus,9,2,2,2,1,2
P7,noslop_full,6,sonnet,10,2,2,2,2,2
P7,noslop_full,7,opus,8,1,2,2,1,2
P7,noslop_full,7,sonnet,10,2,2,2,2,2
P7,noslop_full,8,opus,10,2,2,2,2,2
P7,noslop_full,8,sonnet,10,2,2,2,2,2
P7,noslop_full,9,opus,10,2,2,2,2,2
P7,noslop_full,9,sonnet,10,2,2,2,2,2
P7,noslop_full,10,opus,10,2,2,2,2,2
P7,noslop_full,10,sonnet,10,2,2,2,2,2
P7,noslop_full,11,opus,9,2,2,2,1,2
P7,noslop_full,11,sonnet,9,2,2,2,1,2
P7,noslop_full,12,opus,10,2,2,2,2,2
P7,noslop_full,12,sonnet,10,2,2,2,2,2
P7,noslop_full,13,opus,8,2,2,2,0,2
P7,noslop_full,13,sonnet,10,2,2,2,2,2
P7,noslop_full,14,opus,9,2,2,2,1,2
P7,noslop_full,14,sonnet,10,2,2,2,2,2
P7,noslop_full,15,opus,9,2,2,2,1,2
P7,noslop_full,15,sonnet,10,2,2,2,2,2
P7,noslop_full,16,opus,9,2,2,2,1,2
P7,noslop_full,16,sonnet,10,2,2,2,2,2
P7,noslop_full,17,opus,10,2,2,2,2,2
P7,noslop_full,17,sonnet,10,2,2,2,2,2
P7,noslop_full,18,opus,10,2,2,2,2,2
P7,noslop_full,18,sonnet,10,2,2,2,2,2
P7,noslop_full,19,opus,10,2,2,2,2,2
P7,noslop_full,19,sonnet,10,2,2,2,2,2
P7,noslop_full,20,opus,10,2,2,2,2,2
P7,noslop_full,20,sonnet,10,2,2,2,2,2
P7,noslop_full,21,opus,7,1,2,2,0,2
P7,noslop_full,21,sonnet,9,2,2,2,1,2
P7,noslop_full,22,opus,10,2,2,2,2,2
P7,noslop_full,22,sonnet,10,2,2,2,2,2
P7,noslop_full,23,opus,7,2,2,2,1,0
P7,noslop_full,23,sonnet,8,2,2,2,2,0
P7,noslop_full,24,opus,9,2,2,2,1,2
P7,noslop_full,24,sonnet,9,2,2,2,1,2
P7,noslop_full,25,opus,9,2,2,2,1,2
P7,noslop_full,25,sonnet,10,2,2,2,2,2
P7,noslop_full,26,opus,10,2,2,2,2,2
P7,noslop_full,26,sonnet,10,2,2,2,2,2
P7,noslop_full,27,opus,9,2,2,2,1,2
P7,noslop_full,27,sonnet,10,2,2,2,2,2
P7,noslop_full,28,opus,10,2,2,2,2,2
P7,noslop_full,28,sonnet,10,2,2,2,2,2
P7,noslop_full,29,opus,10,2,2,2,2,2
P7,noslop_full,29,sonnet,10,2,2,2,2,2
P7,noslop_full,30,opus,10,2,2,2,2,2
P7,noslop_full,30,sonnet,9,2,2,2,2,1
P7,noslop_compact,1,opus,8,1,2,2,1,2
P7,noslop_compact,1,sonnet,10,2,2,2,2,2
P7,noslop_compact,2,opus,10,2,2,2,2,2
P7,noslop_compact,2,sonnet,10,2,2,2,2,2
P7,noslop_compact,3,opus,7,2,2,2,1,0
P7,noslop_compact,3,sonnet,9,2,2,2,2,1
P7,noslop_compact,4,opus,9,2,2,2,1,2
P7,noslop_compact,4,sonnet,10,2,2,2,2,2
P7,noslop_compact,5,opus,9,2,2,2,1,2
P7,noslop_compact,5,sonnet,10,2,2,2,2,2
P7,noslop_compact,6,opus,10,2,2,2,2,2
P7,noslop_compact,6,sonnet,10,2,2,2,2,2
P7,noslop_compact,7,opus,10,2,2,2,2,2
P7,noslop_compact,7,sonnet,10,2,2,2,2,2
P7,noslop_compact,8,opus,9,2,2,2,1,2
P7,noslop_compact,8,sonnet,10,2,2,2,2,2
P7,noslop_compact,9,opus,10,2,2,2,2,2
P7,noslop_compact,9,sonnet,10,2,2,2,2,2
P7,noslop_compact,10,opus,9,2,2,2,1,2
P7,noslop_compact,10,sonnet,10,2,2,2,2,2
P7,noslop_compact,11,opus,8,2,2,2,0,2
P7,noslop_compact,11,sonnet,9,2,2,2,1,2
P7,noslop_compact,12,opus,8,2,2,2,0,2
P7,noslop_compact,12,sonnet,10,2,2,2,2,2
P7,noslop_compact,13,opus,9,2,2,2,1,2
P7,noslop_compact,13,sonnet,10,2,2,2,2,2
P7,noslop_compact,14,opus,9,2,2,2,1,2
P7,noslop_compact,14,sonnet,10,2,2,2,2,2
P7,noslop_compact,15,opus,9,2,2,2,1,2
P7,noslop_compact,15,sonnet,10,2,2,2,2,2
P7,noslop_compact,16,opus,10,2,2,2,2,2
P7,noslop_compact,16,sonnet,10,2,2,2,2,2
P7,noslop_compact,17,opus,9,2,2,2,1,2
P7,noslop_compact,17,sonnet,9,2,2,2,1,2
P7,noslop_compact,18,opus,9,2,2,2,1,2
P7,noslop_compact,18,sonnet,10,2,2,2,2,2
P7,noslop_compact,19,opus,7,2,2,2,1,0
P7,noslop_compact,19,sonnet,8,2,2,2,1,1
P7,noslop_compact,20,opus,10,2,2,2,2,2
P7,noslop_compact,20,sonnet,10,2,2,2,2,2
P7,noslop_compact,21,opus,8,2,2,2,0,2
P7,noslop_compact,21,sonnet,10,2,2,2,2,2
P7,noslop_compact,22,opus,10,2,2,2,2,2
P7,noslop_compact,22,sonnet,10,2,2,2,2,2
P7,noslop_compact,23,opus,9,2,2,2,1,2
P7,noslop_compact,23,sonnet,10,2,2,2,2,2
P7,noslop_compact,24,opus,10,2,2,2,2,2
P7,noslop_compact,24,sonnet,10,2,2,2,2,2
P7,noslop_compact,25,opus,10,2,2,2,2,2
P7,noslop_compact,25,sonnet,10,2,2,2,2,2
P7,noslop_compact,26,opus,10,2,2,2,2,2
P7,noslop_compact,26,sonnet,10,2,2,2,2,2
P7,noslop_compact,27,opus,9,2,2,2,1,2
P7,noslop_compact,27,sonnet,10,2,2,2,2,2
P7,noslop_compact,28,opus,9,2,2,2,1,2
P7,noslop_compact,28,sonnet,10,2,2,2,2,2
P7,noslop_compact,29,sonnet,9,2,2,2,1,2
P7,noslop_compact,30,sonnet,10,2,2,2,2,2
P7,bare,1,opus,5,1,2,2,0,0
P7,bare,1,sonnet,8,2,2,2,2,0
P7,bare,2,opus,8,2,2,2,1,1
P7,bare,2,sonnet,9,2,2,2,1,2
P7,bare,3,opus,7,2,2,2,1,0
P7,bare,3,sonnet,8,2,2,2,1,1
P7,bare,4,opus,4,0,2,2,0,0
P7,bare,4,sonnet,8,2,2,2,1,1
P7,bare,5,opus,9,2,2,2,2,1
P7,bare,5,sonnet,7,2,2,2,1,0
P7,bare,6,opus,9,2,2,2,2,1
P7,bare,6,sonnet,10,2,2,2,2,2
P7,bare,7,sonnet,8,2,2,2,2,0
P7,bare,8,opus,8,2,2,2,1,1
P7,bare,8,sonnet,10,2,2,2,2,2
P7,bare,9,sonnet,7,2,2,2,0,1
P7,bare,10,sonnet,9,2,2,2,1,2
P7,bare,11,sonnet,9,2,2,2,1,2
P7,bare,12,sonnet,6,2,1,2,1,0
P7,bare,13,sonnet,9,2,2,2,1,2
P7,bare,14,sonnet,9,2,2,2,1,2
P7,bare,15,sonnet,8,2,2,2,2,0
P7,bare,16,sonnet,8,2,2,2,2,0
P7,bare,17,sonnet,7,2,2,1,1,1
P7,bare,18,sonnet,8,2,2,1,1,2
P7,bare,19,sonnet,9,2,2,2,1,2
P7,bare,20,sonnet,9,2,2,2,1,2
P7,bare,21,sonnet,8,2,2,2,1,1
P7,bare,22,sonnet,10,2,2,2,2,2
P7,bare,23,sonnet,8,2,2,2,2,0
P7,bare,24,sonnet,9,2,2,2,2,1
P7,bare,25,sonnet,9,2,2,2,1,2
P7,bare,26,sonnet,10,2,2,2,2,2
P7,bare,27,sonnet,9,2,2,2,1,2
P7,bare,28,sonnet,8,2,2,2,1,1
P7,bare,29,sonnet,9,2,2,2,1,2
P7,bare,30,sonnet,8,2,2,2,1,1
P7,humanize,1,sonnet,8,2,2,2,2,0
P7,humanize,2,sonnet,10,2,2,2,2,2
P7,humanize,3,sonnet,9,2,2,2,1,2
P7,humanize,4,sonnet,10,2,2,2,2,2
P7,humanize,5,sonnet,9,2,2,2,2,1
P7,humanize,6,sonnet,10,2,2,2,2,2
P7,humanize,7,sonnet,9,2,2,2,1,2
P7,humanize,8,sonnet,10,2,2,2,2,2
P7,humanize,9,sonnet,10,2,2,2,2,2
P7,humanize,10,sonnet,10,2,2,2,2,2
P7,humanize,11,sonnet,10,2,2,2,2,2
P7,humanize,12,sonnet,8,2,2,2,2,0
P7,humanize,13,sonnet,8,2,2,2,2,0
P7,humanize,14,sonnet,10,2,2,2,2,2
P7,humanize,15,sonnet,10,2,2,2,2,2
P7,humanize,16,sonnet,10,2,2,2,2,2
P7,humanize,17,opus,9,2,2,2,1,2
P7,humanize,17,sonnet,10,2,2,2,2,2
P7,humanize,18,opus,9,2,2,2,1,2
P7,humanize,18,sonnet,10,2,2,2,2,2
P7,humanize,19,opus,9,2,2,2,1,2
P7,humanize,19,sonnet,10,2,2,2,2,2
P7,humanize,20,opus,9,2,2,2,1,2
P7,humanize,20,sonnet,10,2,2,2,2,2
P7,humanize,21,opus,9,2,2,2,1,2
P7,humanize,21,sonnet,9,2,2,2,2,1
P7,humanize,22,sonnet,10,2,2,2,2,2
P7,humanize,23,sonnet,10,2,2,2,2,2
P7,humanize,24,opus,10,2,2,2,2,2
P7,humanize,24,sonnet,10,2,2,2,2,2
P7,humanize,25,sonnet,9,2,2,2,1,2
P7,humanize,26,sonnet,10,2,2,2,2,2
P7,humanize,27,opus,9,2,2,2,1,2
P7,humanize,27,sonnet,10,2,2,2,2,2
P7,humanize,28,sonnet,10,2,2,2,2,2
P7,humanize,29,sonnet,10,2,2,2,2,2
P7,humanize,30,sonnet,10,2,2,2,2,2
P7,slopless,1,sonnet,10,2,2,2,2,2
P7,slopless,2,sonnet,10,2,2,2,2,2
P7,slopless,3,sonnet,10,2,2,2,2,2
P7,slopless,4,sonnet,10,2,2,2,2,2
P7,slopless,5,sonnet,9,2,2,2,1,2
P7,slopless,6,sonnet,9,1,2,2,2,2
P7,slopless,7,sonnet,10,2,2,2,2,2
P7,slopless,8,sonnet,10,2,2,2,2,2
P7,slopless,9,opus,7,1,2,2,0,2
P7,slopless,9,sonnet,9,2,2,2,1,2
P7,slopless,10,opus,10,2,2,2,2,2
P7,slopless,10,sonnet,10,2,2,2,2,2
P7,slopless,11,opus,8,1,2,2,1,2
P7,slopless,11,sonnet,9,2,2,2,1,2
P7,slopless,12,opus,10,2,2,2,2,2
P7,slopless,13,opus,10,2,2,2,2,2
P7,jalaalrd,7,sonnet,10,2,2,2,2,2
P7,jalaalrd,10,sonnet,10,2,2,2,2,2
P7,jalaalrd,11,sonnet,10,2,2,2,2,2
P7,jalaalrd,12,sonnet,10,2,2,2,2,2
P7,jalaalrd,13,sonnet,10,2,2,2,2,2
